Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
GODREJIND,EQ,8-Aug-18,629.3,632,633,615.55,620.8,618.6,623.41,334072,208264980.8,13844,120955,36.21
GODREJIND,EQ,9-Aug-18,618.6,620.7,627.9,610.1,616.6,619.1,616.96,335459,206964903.4,10324,107816,32.14
GODREJIND,EQ,10-Aug-18,619.1,621.9,625.5,612.5,615,616.4,620.4,208745,129505012.1,4530,57163,27.38
GODREJIND,EQ,13-Aug-18,616.4,614.6,620,592.05,597.8,598.4,601.36,1000287,601535198.6,22488,127225,12.72
GODREJIND,EQ,14-Aug-18,598.4,595.9,606.8,591,603,603.7,598.21,384552,230042731,6806,116305,30.24
GODREJIND,EQ,16-Aug-18,603.7,605,613.8,598.1,612.55,610.6,607.9,241652,146899746.3,11388,67416,27.9
GODREJIND,EQ,17-Aug-18,610.6,615.4,615.95,603.1,611,610.3,609.34,326859,199169365,10142,48990,14.99
GODREJIND,EQ,20-Aug-18,610.3,612.6,625.8,610,618.15,618.95,619.68,637316,394930040.6,13868,293014,45.98
GODREJIND,EQ,21-Aug-18,618.95,621,624.8,614.1,618.2,619.8,619.62,287098,177892488.1,6673,107297,37.37
GODREJIND,EQ,23-Aug-18,619.8,620.1,636.75,618.5,625.3,624.7,629.1,880835,554134721.9,13902,201538,22.88
GODREJIND,EQ,24-Aug-18,624.7,627.9,633.8,621.05,631.8,630.05,627.44,390407,244956027.8,10157,104512,26.77
GODREJIND,EQ,27-Aug-18,630.05,634.7,637,621.1,622,624.55,629.29,805367,506810250.1,9980,465496,57.8
GODREJIND,EQ,28-Aug-18,624.55,627.8,633.15,622.3,629,629.8,629.32,336806,211957572.7,11074,79357,23.56
GODREJIND,EQ,29-Aug-18,629.8,629.8,636.95,625,631,630.05,631.85,351025,221793666,7991,122951,35.03
GODREJIND,EQ,30-Aug-18,630.05,630.3,634,625.8,631,629.7,630.18,150207,94656785.4,3296,44101,29.36
GODREJIND,EQ,31-Aug-18,629.7,634,649.7,631.25,647,646.65,642.24,786474,505104924.6,17852,268211,34.1
GODREJIND,EQ,3-Sep-18,646.65,648,651.05,626,631,629.95,640.24,462628,296191004.1,11031,127586,27.58
GODREJIND,EQ,4-Sep-18,629.95,631.55,633,608.3,610.25,612.15,615.09,294067,180876619.3,7285,111842,38.03
GODREJIND,EQ,5-Sep-18,612.15,610,615.4,591.75,603,601.95,603.69,295301,178269573.8,9556,105991,35.89
GODREJIND,EQ,6-Sep-18,601.95,601.9,612,594.4,601.9,602.1,601.82,405683,244150135.1,11414,98675,24.32
GODREJIND,EQ,7-Sep-18,602.1,603.75,614.95,599.2,613,612.65,608.71,247376,150580019.8,6548,62817,25.39
GODREJIND,EQ,10-Sep-18,612.65,611,611,594.05,595,595.8,600.99,304428,182957205.4,12971,107951,35.46
GODREJIND,EQ,11-Sep-18,595.8,595.8,602,580.05,582.05,583.5,587.93,345268,202994684.9,10778,85674,24.81
GODREJIND,EQ,12-Sep-18,583.5,584.5,595,573.3,593.4,590.9,584.95,235536,137777211.7,8168,35323,15
GODREJIND,EQ,14-Sep-18,590.9,593.75,599.3,584.5,588.4,589.75,590.74,382797,226133055.2,9446,124664,32.57
GODREJIND,EQ,17-Sep-18,589.75,589,589,572,576.3,575.45,575.99,636225,366461542.8,11870,261701,41.13
GODREJIND,EQ,18-Sep-18,575.45,575.15,581.75,565.4,567.1,568.5,572.89,327987,187901546.9,11318,70130,21.38
GODREJIND,EQ,19-Sep-18,568.5,569.25,574.2,558.7,563.25,562.5,563.32,265889,149781094.2,7322,87492,32.91
GODREJIND,EQ,21-Sep-18,562.5,565.1,571.55,510,549,547.2,550.8,827066,455546946.6,17052,386850,46.77
GODREJIND,EQ,24-Sep-18,547.2,558.8,558.8,530.05,531.8,535.9,538.61,232158,125042580.2,8352,92752,39.95
GODREJIND,EQ,25-Sep-18,535.9,535.1,546.75,529.05,538.5,540.2,538.99,231948,125017064.7,10133,64795,27.94
GODREJIND,EQ,26-Sep-18,540.2,538,549.6,523.75,536,533.4,530.99,728475,386814707.2,19904,276109,37.9
GODREJIND,EQ,27-Sep-18,533.4,538.4,538.4,518.4,525,525.85,528.85,513445,271533773.6,10172,297643,57.97
GODREJIND,EQ,28-Sep-18,525.85,522.5,530,510.35,517.35,516.6,519.98,587000,305225734.7,23940,268991,45.82
GODREJIND,EQ,1-Oct-18,516.6,517,520,498,510.5,508.15,508.94,736397,374781620.5,13674,403897,54.85
GODREJIND,EQ,3-Oct-18,508.15,509,518,501.45,505.65,506.65,508.16,317847,161517256.4,12587,93974,29.57
GODREJIND,EQ,4-Oct-18,506.65,507,507,483.4,483.4,486.25,490.09,459892,225388761.7,20819,148018,32.19
GODREJIND,EQ,5-Oct-18,486.25,483.3,486.5,468.8,472.5,472.25,476.44,436854,208136493.4,19018,157862,36.14
GODREJIND,EQ,8-Oct-18,472.25,468.1,487.55,465.75,484,481.95,477.46,453203,216387140.6,11439,159290,35.15
GODREJIND,EQ,9-Oct-18,481.95,489,499.85,449,449,451.6,468.35,823741,385795083.8,21862,217347,26.39
GODREJIND,EQ,10-Oct-18,451.6,446.35,486.85,442.9,486,482.4,472.92,784713,371107195.5,30994,264347,33.69
GODREJIND,EQ,11-Oct-18,482.4,472,485,456.15,480,477.05,474.78,199060,94509715.7,5745,30187,15.16
GODREJIND,EQ,12-Oct-18,477.05,480,495,474,476.05,477.8,482.8,297543,143653176.9,8911,101416,34.08
GODREJIND,EQ,15-Oct-18,477.8,480,494.8,467.15,491.1,490.45,478.59,485058,232143513.6,15895,78282,16.14
GODREJIND,EQ,16-Oct-18,490.45,491.1,500.15,483.6,490.9,489.1,490.27,362371,177659619.2,10783,115469,31.86
GODREJIND,EQ,17-Oct-18,489.1,493.75,497.95,467,472.3,470.15,477.39,674673,322084306.2,15267,425963,63.14
GODREJIND,EQ,19-Oct-18,470.15,469,475.3,450.2,471.9,468.75,466.99,381523,178168759.8,20660,147379,38.63
GODREJIND,EQ,22-Oct-18,468.75,470,476.05,453.3,460,457.15,460.68,430649,198390669.7,14938,189525,44.01
GODREJIND,EQ,23-Oct-18,457.15,450.5,465,443.3,450,447.3,454.47,390829,177618283.1,14220,147085,37.63
GODREJIND,EQ,24-Oct-18,447.3,450.25,463.6,445,458.85,455.15,453.03,370205,167714294.7,9277,45259,12.23
GODREJIND,EQ,25-Oct-18,455.15,450,454.95,434.5,447.8,449,446.58,452854,202235098.5,13638,122204,26.99
GODREJIND,EQ,26-Oct-18,449,441.05,462,436.95,459.15,460.35,452.08,567481,256547921.8,12928,180477,31.8
GODREJIND,EQ,29-Oct-18,460.35,456.65,463.45,449.6,459.4,459.95,456.63,338074,154374583.1,13256,78880,23.33
GODREJIND,EQ,30-Oct-18,459.95,460.8,477.6,458,461.35,461.65,467.31,562245,262740801.5,20860,150969,26.85
GODREJIND,EQ,31-Oct-18,461.65,464.5,469.5,455.85,467,467.4,464.19,368906,171240714.6,12942,145888,39.55
GODREJIND,EQ,1-Nov-18,467.4,467,480.75,464,464.25,465.75,473.59,393321,186271260.5,8609,84309,21.44
GODREJIND,EQ,2-Nov-18,465.75,464.3,485.1,463.1,477,477.7,478.29,549750,262939581.7,16467,142266,25.88
GODREJIND,EQ,5-Nov-18,477.7,481.3,489.35,470.85,479,479.85,480.98,509417,245017386,12998,86975,17.07
