,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,Day_Perc_Change,Trend,14 Day MA,14 Day STD,Upper Band,Lower Band,Call
96,HINDUNILVR,EQ,29-Sep-2017,1202.8,1209.8,1209.8,1169.0,1169.65,1173.9,1181.42,2274339,2686943073.15,67314,1649492,72.53,9,2017,-2.40272697040238,Other,1238.9615384615386,30.93805069440372,1300.837639850346,1177.085437072731,Buy
97,HINDUNILVR,EQ,03-Oct-2017,1173.9,1176.5,1191.85,1171.0,1190.1,1186.35,1181.25,1970990,2328227125.95,54942,1633042,82.85,10,2017,1.0605673396370865,positive,1233.9923076923073,33.89837045096736,1301.7890485942426,1166.1955667903728,Hold Buy/Liquidate Short
98,HINDUNILVR,EQ,04-Oct-2017,1186.35,1191.1,1204.5,1178.7,1204.35,1197.5,1195.33,2448425,2926682340.9,46029,2005412,81.91,10,2017,0.9398575462553184,Slight positive,1230.1192307692304,35.04025981200116,1300.199750393233,1160.0387111452285,Hold Buy/Liquidate Short
99,HINDUNILVR,EQ,05-Oct-2017,1197.5,1204.35,1204.5,1183.2,1185.9,1187.65,1191.29,2305862,2746959800.05,61373,1918077,83.18,10,2017,-0.8225469728601165,Other,1225.6307692307691,36.54149774834809,1298.713764727465,1152.5477737340727,Hold Buy/Liquidate Short
100,HINDUNILVR,EQ,06-Oct-2017,1187.65,1193.0,1211.6,1192.15,1211.6,1207.3,1200.03,508700,610455919.05,25250,263737,51.85,10,2017,1.6545278491137738,positive,1220.034615384615,32.90240229714663,1285.8394199789086,1154.2298107903218,Hold Buy/Liquidate Short
101,HINDUNILVR,EQ,09-Oct-2017,1207.3,1217.5,1223.35,1205.05,1222.5,1220.25,1216.4,720819,876807632.5,17054,525677,72.93,10,2017,1.0726414312929755,positive,1215.4923076923073,27.704172716354943,1270.9006531250175,1160.0839622595975,Hold Short/Liquidate Buy
102,HINDUNILVR,EQ,10-Oct-2017,1220.25,1224.1,1230.35,1205.0,1209.0,1209.2,1215.8,802675,975890527.45,32367,501426,62.47,10,2017,-0.905552140954724,Other,1211.6346153846152,24.38046848585814,1260.3955523563316,1162.873678412899,Hold Buy/Liquidate Short
103,HINDUNILVR,EQ,11-Oct-2017,1209.2,1215.0,1220.5,1198.6,1214.95,1218.05,1210.54,1096016,1326769307.5,40818,731778,66.77,10,2017,0.7318888521336442,Slight positive,1208.6615384615386,20.469989759875286,1249.6015179812891,1167.721558941788,Hold Short/Liquidate Buy
104,HINDUNILVR,EQ,12-Oct-2017,1218.05,1220.05,1245.0,1216.25,1242.0,1241.0,1237.18,982442,1215458422.45,31009,454403,46.25,10,2017,1.8841591067690235,positive,1208.7999999999995,20.698580869232767,1250.1971617384652,1167.4028382615345,Hold Short/Liquidate Buy
105,HINDUNILVR,EQ,13-Oct-2017,1241.0,1238.0,1253.0,1231.2,1248.05,1248.6,1243.33,840717,1045285489.8,32424,400088,47.59,10,2017,0.6124093473005576,Slight positive,1208.9115384615382,20.92512598375612,1250.7617904290505,1167.0612864940258,Hold Short/Liquidate Buy
106,HINDUNILVR,EQ,16-Oct-2017,1248.6,1250.0,1287.5,1249.95,1281.35,1281.3,1275.9,1276141,1628234663.35,50876,779912,61.11,10,2017,2.6189332051898218,positive,1213.830769230769,29.02388053010527,1271.8785302909794,1155.7830081705586,Short
107,HINDUNILVR,EQ,17-Oct-2017,1281.3,1285.0,1288.65,1271.0,1281.45,1282.15,1277.15,654497,835890231.25,27514,428982,65.54,10,2017,0.06633887458051824,Slight or No change,1219.6961538461535,34.47947735935916,1288.655108564872,1150.7371991274354,Hold Short/Liquidate Buy
108,HINDUNILVR,EQ,18-Oct-2017,1282.15,1277.0,1282.6,1260.0,1265.0,1263.95,1268.41,697765,885053145.45,28672,446105,63.93,10,2017,-1.4194906992161638,Other,1224.4,36.114741911490256,1296.6294838229805,1152.1705161770194,Hold Short/Liquidate Buy
109,HINDUNILVR,EQ,19-Oct-2017,1263.95,1265.0,1270.0,1253.7,1255.0,1257.7,1260.69,67835,85518787.95,2845,18698,27.56,10,2017,-0.4944815855057572,Slight or No change,1230.8461538461538,33.75123122161027,1298.3486162893746,1163.3436914029332,Hold Short/Liquidate Buy
110,HINDUNILVR,EQ,23-Oct-2017,1257.7,1266.0,1277.6,1238.6,1253.0,1249.95,1257.01,791883,995402479.75,71314,534469,67.49,10,2017,-0.6162041822374119,Other,1235.7384615384613,31.28317674783289,1298.304815034127,1173.1721080427956,Hold Short/Liquidate Buy
111,HINDUNILVR,EQ,24-Oct-2017,1249.95,1254.9,1274.0,1254.0,1271.95,1270.05,1266.52,1055569,1336899672.35,44550,752527,71.29,10,2017,1.6080643225728997,positive,1241.319230769231,30.35053911150912,1302.0203089922486,1180.6181525462125,Hold Short/Liquidate Buy
112,HINDUNILVR,EQ,25-Oct-2017,1270.05,1281.0,1283.4,1265.1,1274.75,1272.45,1274.15,1332232,1697458300.0,56629,825270,61.95,10,2017,0.18896893823079355,Slight or No change,1247.8423076923075,26.754196292003652,1301.350700276315,1194.3339151083005,Hold Short/Liquidate Buy
113,HINDUNILVR,EQ,26-Oct-2017,1272.45,1285.0,1285.0,1253.5,1268.85,1273.7,1267.26,2321903,2942448440.15,55747,1610722,69.37,10,2017,0.09823568706039952,Slight or No change,1252.9499999999996,24.622542178533173,1302.1950843570662,1203.7049156429334,Hold Short/Liquidate Buy
114,HINDUNILVR,EQ,27-Oct-2017,1273.7,1273.7,1273.7,1246.0,1257.65,1260.15,1255.56,875032,1098657080.6,36379,548797,62.72,10,2017,-1.0638297872340383,Other,1256.0192307692307,22.61143275040225,1301.2420962700353,1210.7963652684261,Hold Short/Liquidate Buy
115,HINDUNILVR,EQ,30-Oct-2017,1260.15,1260.0,1269.45,1230.0,1237.7,1234.2,1247.94,1063165,1326768257.15,26269,786826,74.01,10,2017,-2.05927865730271,Other,1257.9423076923074,19.085955200035578,1296.1142180923787,1219.7703972922366,Hold Buy/Liquidate Short
116,HINDUNILVR,EQ,31-Oct-2017,1234.2,1241.0,1249.9,1230.45,1239.0,1237.45,1239.06,722440,895143322.55,26200,470173,65.08,10,2017,0.2633284718846163,Slight or No change,1259.4346153846154,16.25543991786785,1291.9454952203512,1226.9237355488794,Hold Buy/Liquidate Short
117,HINDUNILVR,EQ,01-Nov-2017,1237.45,1238.7,1263.0,1238.0,1261.0,1258.0,1254.13,1243886,1559996174.6,26299,864329,69.49,11,2017,1.660673158511461,positive,1260.7423076923078,15.304858244942189,1291.3520241821925,1230.1325912024233,Hold Buy/Liquidate Short
118,HINDUNILVR,EQ,02-Nov-2017,1258.0,1261.0,1261.05,1238.05,1242.0,1241.5,1244.68,762274,948787093.8,26555,523514,68.68,11,2017,-1.3116057233704348,Other,1260.196153846154,15.889769527635154,1291.9756929014245,1228.4166147908834,Hold Buy/Liquidate Short
119,HINDUNILVR,EQ,03-Nov-2017,1241.5,1245.0,1245.0,1232.0,1240.0,1239.5,1237.99,656886,813220787.05,28697,445848,67.87,11,2017,-0.161095449053561,Slight or No change,1256.9807692307695,15.487556005579732,1287.9558812419286,1226.0056572196104,Hold Buy/Liquidate Short
120,HINDUNILVR,EQ,06-Nov-2017,1239.5,1239.0,1249.5,1234.95,1241.0,1240.6,1240.86,532305,660513923.9,24006,364556,68.49,11,2017,0.08874546187978005,Slight or No change,1253.7846153846156,14.084305458797973,1281.9532263022115,1225.6160044670196,Hold Buy/Liquidate Short
121,HINDUNILVR,EQ,07-Nov-2017,1240.6,1235.1,1252.2,1226.35,1239.75,1234.2,1235.46,949224,1172727953.35,25417,668851,70.46,11,2017,-0.5158794131871591,Other,1251.4961538461541,14.698504197411845,1280.8931622409775,1222.0991454513305,Hold Buy/Liquidate Short
122,HINDUNILVR,EQ,08-Nov-2017,1234.2,1240.35,1247.9,1228.6,1240.0,1235.3,1236.41,872203,1078401083.15,48852,646734,74.15,11,2017,0.08912655971478056,Slight or No change,1249.7730769230768,15.21452999856472,1280.2021369202064,1219.3440169259475,Hold Buy/Liquidate Short
123,HINDUNILVR,EQ,09-Nov-2017,1235.3,1249.5,1286.05,1241.2,1255.0,1252.9,1255.91,1417669,1780458721.65,38903,660631,46.6,11,2017,1.4247551202137163,positive,1250.0,15.239367878414011,1280.478735756828,1219.521264243172,Hold Short/Liquidate Buy
124,HINDUNILVR,EQ,10-Nov-2017,1252.9,1254.65,1299.25,1244.3,1292.0,1290.65,1277.42,1933002,2469260778.45,47760,1118577,57.87,11,2017,3.0130098172240327,among top gainers,1251.5846153846155,18.267997799158298,1288.120610982932,1215.048619786299,Short
125,HINDUNILVR,EQ,13-Nov-2017,1290.65,1295.0,1315.0,1269.25,1275.0,1279.5,1298.04,1413270,1834486578.85,88573,662306,46.86,11,2017,-0.8639057839073372,Other,1252.1269230769233,19.027870079015685,1290.1826632349546,1214.071182918892,Hold Short/Liquidate Buy
126,HINDUNILVR,EQ,14-Nov-2017,1279.5,1286.1,1289.0,1279.25,1283.25,1283.9,1283.59,1131348,1452187028.8,61596,895077,79.12,11,2017,0.3438843298163352,Slight or No change,1252.9115384615386,20.167725390737807,1293.2469892430142,1212.576087680063,Hold Short/Liquidate Buy
127,HINDUNILVR,EQ,15-Nov-2017,1283.9,1283.9,1285.0,1258.55,1269.35,1265.0,1267.97,1195740,1516165559.9,32401,929571,77.74,11,2017,-1.4720772645844815,Other,1253.2846153846156,20.356759571619566,1293.9981345278547,1212.5710962413766,Hold Short/Liquidate Buy
128,HINDUNILVR,EQ,16-Nov-2017,1265.0,1270.0,1287.0,1246.15,1279.05,1276.5,1271.35,911479,1158808450.1,35057,585096,64.19,11,2017,0.9090909090909038,Slight positive,1256.5384615384621,20.43254301605377,1297.4035475705693,1215.6733755063544,Hold Short/Liquidate Buy
129,HINDUNILVR,EQ,17-Nov-2017,1276.5,1282.0,1297.4,1271.3,1276.3,1278.15,1281.24,1134503,1453566536.65,47149,838242,73.89,11,2017,0.12925969447710184,Slight or No change,1259.669230769231,20.382044165375248,1300.4333190999816,1218.9051424384807,Hold Short/Liquidate Buy
130,HINDUNILVR,EQ,20-Nov-2017,1278.15,1280.0,1281.15,1266.15,1276.0,1274.5,1272.71,707096,899925479.3,36483,526689,74.49,11,2017,-0.2855689864256994,Slight or No change,1260.938461538462,20.779308155861077,1302.497077850184,1219.3798452267401,Hold Short/Liquidate Buy
131,HINDUNILVR,EQ,21-Nov-2017,1274.5,1275.0,1285.0,1272.0,1274.65,1277.35,1277.96,828746,1059104251.9,31949,557423,67.26,11,2017,0.22361710474694266,Slight or No change,1263.6961538461542,20.359226630073774,1304.4146071063017,1222.9777005860067,Hold Short/Liquidate Buy
132,HINDUNILVR,EQ,22-Nov-2017,1277.35,1275.0,1277.0,1263.65,1270.35,1270.45,1269.9,646368,820821329.25,27523,444126,68.71,11,2017,-0.5401808431518274,Other,1266.0769230769233,19.062294975787808,1304.201513028499,1227.9523331253474,Hold Short/Liquidate Buy
133,HINDUNILVR,EQ,23-Nov-2017,1270.45,1275.0,1276.0,1262.0,1270.9,1267.5,1267.79,891839,1130661198.25,17184,711513,79.78,11,2017,-0.23220118855523664,Slight or No change,1268.1461538461542,17.458861903764557,1303.0638776536834,1233.228430038625,Hold Buy/Liquidate Short
134,HINDUNILVR,EQ,24-Nov-2017,1267.5,1269.4,1270.0,1253.0,1266.0,1265.95,1264.4,971523,1228393483.9,46834,692118,71.24,11,2017,-0.12228796844181432,Slight or No change,1270.5884615384618,14.238096692896484,1299.0646549242551,1242.1122681526688,Hold Buy/Liquidate Short
135,HINDUNILVR,EQ,27-Nov-2017,1265.95,1261.0,1266.9,1250.55,1261.5,1260.3,1256.15,763155,958637751.95,34131,539588,70.7,11,2017,-0.4463051463328038,Slight or No change,1272.5115384615387,10.18651383462193,1292.8845661307826,1252.1385107922952,Hold Buy/Liquidate Short
136,HINDUNILVR,EQ,28-Nov-2017,1260.3,1263.0,1272.95,1262.4,1267.4,1267.85,1266.79,975006,1235130804.5,31178,742822,76.19,11,2017,0.5990637149885014,Slight positive,1273.6615384615386,8.490709477792963,1290.6429574171245,1256.6801195059527,Hold Buy/Liquidate Short
137,HINDUNILVR,EQ,29-Nov-2017,1267.85,1267.85,1281.1,1263.5,1276.0,1276.15,1275.46,819468,1045199146.25,44419,515840,62.95,11,2017,0.6546515755018412,Slight positive,1272.546153846154,6.870937027902892,1286.2880279019596,1258.8042797903486,Hold Short/Liquidate Buy
138,HINDUNILVR,EQ,30-Nov-2017,1276.15,1273.0,1276.15,1258.0,1271.2,1272.45,1270.7,2308732,2933712023.6,69378,1789552,77.51,11,2017,-0.28993456882028257,Slight or No change,1272.0038461538463,6.546928718216266,1285.0977035902788,1258.9099887174139,Hold Short/Liquidate Buy
139,HINDUNILVR,EQ,01-Dec-2017,1272.45,1272.45,1278.75,1245.25,1245.3,1250.5,1258.71,470360,592045735.9,19355,284428,60.47,12,2017,-1.725018664780542,Other,1269.4346153846154,7.902699555011384,1285.2400144946382,1253.6292162745924,Buy
140,HINDUNILVR,EQ,04-Dec-2017,1250.5,1256.65,1274.0,1241.2,1268.0,1268.6,1263.06,833814,1053160028.65,46969,580373,69.6,12,2017,1.4474210315873484,positive,1269.7115384615386,7.796718162338049,1285.3049747862144,1254.1181021368625,Hold Buy/Liquidate Short
141,HINDUNILVR,EQ,05-Dec-2017,1268.6,1274.0,1274.0,1255.0,1262.45,1261.0,1261.92,862459,1088358455.35,40860,625974,72.58,12,2017,-0.5990856061800387,Other,1268.5192307692307,7.857017523166022,1284.2332658155628,1252.8051957228986,Hold Buy/Liquidate Short
142,HINDUNILVR,EQ,06-Dec-2017,1261.0,1258.25,1282.3,1255.6,1274.9,1275.6,1268.56,1516859,1924230824.45,73596,1012111,66.72,12,2017,1.1578112609040403,positive,1268.3230769230768,7.624948507626286,1283.5729739383294,1253.0731799078242,Hold Short/Liquidate Buy
143,HINDUNILVR,EQ,07-Dec-2017,1275.6,1277.2,1298.85,1272.05,1296.0,1291.95,1284.89,1407824,1808894519.0,58724,977072,69.4,12,2017,1.2817497648165643,positive,1269.6653846153845,9.976355058676381,1289.6180947327373,1249.7126744980314,Short
144,HINDUNILVR,EQ,08-Dec-2017,1291.95,1296.4,1331.0,1291.3,1318.0,1326.65,1316.11,1267860,1668638355.4,48200,829342,65.41,12,2017,2.6858624559773947,positive,1273.4576923076925,18.69840508076786,1310.8545024692282,1236.0608821461567,Short
145,HINDUNILVR,EQ,11-Dec-2017,1326.65,1329.0,1329.0,1311.65,1324.05,1324.05,1320.99,597953,789888287.2,33155,371107,62.06,12,2017,-0.19598236158746565,Slight or No change,1277.5807692307692,23.318631128192376,1324.218031487154,1230.9435069743845,Hold Short/Liquidate Buy
146,HINDUNILVR,EQ,12-Dec-2017,1324.05,1319.1,1324.0,1308.65,1315.0,1314.65,1316.91,873443,1150247848.65,31604,571802,65.47,12,2017,-0.7099429779842015,Other,1281.2076923076925,25.21011574542738,1331.6279237985473,1230.7874608168374,Hold Short/Liquidate Buy
147,HINDUNILVR,EQ,13-Dec-2017,1314.65,1319.4,1337.0,1306.2,1320.0,1315.05,1319.35,917877,1210999916.05,21262,398348,43.4,12,2017,0.030426349218415364,Slight or No change,1284.9846153846154,26.384428682908748,1337.7534727504328,1232.2157580187982,Hold Short/Liquidate Buy
148,HINDUNILVR,EQ,14-Dec-2017,1315.05,1314.0,1326.85,1304.25,1321.1,1321.6,1315.39,834383,1097536915.3,32644,611587,73.3,12,2017,0.4980799209155506,Slight or No change,1289.6999999999996,27.073911181561908,1343.8478223631234,1235.552177636876,Hold Short/Liquidate Buy
149,HINDUNILVR,EQ,15-Dec-2017,1321.6,1328.3,1335.0,1310.6,1323.3,1324.55,1322.7,1420357,1878709412.55,59459,1033307,72.75,12,2017,0.22321428571427931,Slight or No change,1294.0615384615385,27.81750163901043,1349.6965417395593,1238.4265351835174,Hold Short/Liquidate Buy
150,HINDUNILVR,EQ,18-Dec-2017,1324.55,1320.0,1345.0,1300.95,1333.0,1331.75,1330.49,918171,1221618801.65,39163,533237,58.08,12,2017,0.5435808387754371,Slight positive,1298.3384615384614,29.079719120084878,1356.4978997786309,1240.1790232982914,Hold Short/Liquidate Buy
151,HINDUNILVR,EQ,19-Dec-2017,1331.75,1333.1,1352.0,1326.5,1352.0,1349.7,1340.82,1227087,1645305961.15,43850,955358,77.86,12,2017,1.3478505725549097,positive,1304.280769230769,31.16663907170816,1366.6140473741852,1241.9474910873528,Hold Short/Liquidate Buy
152,HINDUNILVR,EQ,20-Dec-2017,1349.7,1346.2,1367.95,1333.5,1367.15,1362.65,1353.38,1198943,1622623601.45,63330,821781,68.54,12,2017,0.9594724753648975,Slight positive,1312.9076923076925,30.555140362377962,1374.0179730324485,1251.7974115829365,Hold Short/Liquidate Buy
153,HINDUNILVR,EQ,21-Dec-2017,1362.65,1365.0,1365.15,1345.1,1346.45,1348.45,1350.24,557871,753259232.0,25809,358001,64.17,12,2017,-1.0420871096760045,Other,1319.0500000000004,28.886300097691183,1376.8226001953824,1261.2773998046175,Hold Short/Liquidate Buy
154,HINDUNILVR,EQ,22-Dec-2017,1348.45,1341.3,1359.5,1341.3,1350.4,1356.5,1354.47,561400,760400728.5,35762,349208,62.2,12,2017,0.5969817197523097,Slight positive,1326.396153846154,24.73890712302366,1375.8739680922013,1276.9183396001067,Hold Short/Liquidate Buy
155,HINDUNILVR,EQ,26-Dec-2017,1356.5,1350.4,1353.9,1340.0,1348.0,1348.1,1347.23,913529,1230733171.2,20283,621059,67.98,12,2017,-0.6192406929598326,Other,1331.9730769230769,20.0637381797155,1372.100553282508,1291.845600563646,Hold Short/Liquidate Buy
156,HINDUNILVR,EQ,27-Dec-2017,1348.1,1350.8,1364.0,1342.65,1349.1,1352.45,1356.7,569851,773117277.7,17363,299659,52.59,12,2017,0.3226763593205284,Slight or No change,1336.6269230769233,16.749485258086438,1370.1258935930964,1303.1279525607504,Hold Short/Liquidate Buy
157,HINDUNILVR,EQ,28-Dec-2017,1352.45,1358.0,1382.8,1348.8,1351.45,1354.5,1361.14,2608574,3550646825.5,30065,1685072,64.6,12,2017,0.15157676808754686,Slight or No change,1338.7692307692307,17.14348197886243,1373.0561947269555,1304.482266811506,Hold Short/Liquidate Buy
158,HINDUNILVR,EQ,29-Dec-2017,1354.5,1359.0,1374.9,1350.0,1362.25,1367.85,1366.33,799006,1091708127.0,23341,511548,64.02,12,2017,0.9856035437430632,Slight positive,1342.1384615384616,18.27623860198029,1378.6909387424218,1305.585984334501,Hold Short/Liquidate Buy
159,HINDUNILVR,EQ,01-Jan-2018,1367.85,1367.0,1367.0,1340.05,1345.0,1344.5,1348.38,746852,1007039281.0,16383,475067,63.61,1,2018,-1.7070585224988055,Other,1344.4346153846154,16.303557697336167,1377.0417307792875,1311.827499989943,Hold Short/Liquidate Buy
160,HINDUNILVR,EQ,02-Jan-2018,1344.5,1345.0,1349.8,1328.55,1340.0,1338.6,1336.39,695988,930110392.7,29566,470505,67.6,1,2018,-0.43882484194868177,Slight or No change,1346.2461538461537,13.89723386055625,1374.0406215672665,1318.451686125041,Hold Buy/Liquidate Short
161,HINDUNILVR,EQ,03-Jan-2018,1338.6,1344.7,1356.8,1335.0,1347.0,1350.35,1350.11,832810,1124388212.2,26785,541454,65.02,1,2018,0.8777827581054831,Slight positive,1348.457692307692,11.77364369675232,1372.0049797011964,1324.9104049141874,Hold Short/Liquidate Buy
162,HINDUNILVR,EQ,04-Jan-2018,1350.35,1350.1,1356.15,1341.45,1349.0,1352.25,1350.13,640189,864335495.05,25541,470266,73.46,1,2018,0.14070426185803786,Slight or No change,1350.5884615384614,9.34168868227489,1369.2718389030113,1331.9050841739115,Hold Short/Liquidate Buy
163,HINDUNILVR,EQ,05-Jan-2018,1352.25,1351.0,1362.95,1348.25,1352.65,1356.55,1355.7,568451,770651233.05,17938,368125,64.76,1,2018,0.31798853762248225,Slight or No change,1352.4961538461537,7.530755316811009,1367.5576644797754,1337.4346432125315,Hold Short/Liquidate Buy
164,HINDUNILVR,EQ,08-Jan-2018,1356.55,1348.6,1371.0,1348.6,1370.0,1368.4,1363.11,801796,1092939507.05,28669,536934,66.97,1,2018,0.8735394935682539,Slight positive,1353.9346153846154,8.65429528752829,1371.2432059596715,1336.6260248095587,Hold Short/Liquidate Buy
165,HINDUNILVR,EQ,09-Jan-2018,1368.4,1374.0,1375.9,1356.0,1361.35,1361.3,1364.12,708386,966326814.65,24175,489605,69.12,1,2018,-0.5188541362174948,Other,1353.830769230769,8.548453526396726,1370.9276762835625,1336.7338621779754,Hold Short/Liquidate Buy
166,HINDUNILVR,EQ,10-Jan-2018,1361.3,1361.35,1370.0,1355.0,1362.05,1365.8,1365.6,939525,1283014662.55,21615,597876,63.64,1,2018,0.3305663703812467,Slight or No change,1355.1653846153845,8.981772853418464,1373.128930322221,1337.2018389085474,Hold Short/Liquidate Buy
167,HINDUNILVR,EQ,11-Jan-2018,1365.8,1357.0,1382.9,1357.0,1377.95,1378.65,1372.85,629248,863861316.95,50412,347986,55.3,1,2018,0.940840533020948,Slight positive,1356.8692307692304,11.105826895207294,1379.080884559645,1334.6575769788158,Hold Short/Liquidate Buy
168,HINDUNILVR,EQ,12-Jan-2018,1378.65,1380.8,1384.4,1357.0,1371.65,1374.0,1370.9,872539,1196160843.05,55432,557190,63.86,1,2018,-0.33728647590034466,Slight or No change,1358.8615384615382,11.708386485901434,1382.278311433341,1335.4447654897353,Hold Short/Liquidate Buy
169,HINDUNILVR,EQ,15-Jan-2018,1374.0,1375.6,1375.6,1364.0,1367.1,1367.2,1368.37,1324592,1812531485.5,29577,1050008,79.27,1,2018,-0.4949053857350783,Slight or No change,1359.9961538461537,11.749901799945874,1383.4959574460456,1336.496350246262,Hold Short/Liquidate Buy
170,HINDUNILVR,EQ,16-Jan-2018,1367.2,1369.3,1389.5,1363.75,1385.55,1382.0,1378.87,896453,1236089037.1,41528,414063,46.19,1,2018,1.0825043885313024,positive,1362.1115384615382,13.078324208523448,1388.2681868785849,1335.9548900444913,Hold Short/Liquidate Buy
171,HINDUNILVR,EQ,17-Jan-2018,1382.0,1389.0,1391.0,1366.25,1375.85,1371.2,1374.9,1409691,1938177295.55,39219,826817,58.65,1,2018,-0.7814761215629518,Other,1362.3692307692304,13.232906245152467,1388.8350432595355,1335.9034182789258,Hold Short/Liquidate Buy
172,HINDUNILVR,EQ,18-Jan-2018,1371.2,1400.0,1406.9,1350.6,1359.0,1356.95,1371.16,2465412,3380482998.8,74335,1005255,40.77,1,2018,-1.0392357059509916,Other,1363.326923076923,12.24558790249017,1387.8180988819033,1338.8357472719426,Hold Buy/Liquidate Short
173,HINDUNILVR,EQ,19-Jan-2018,1356.95,1370.4,1372.85,1350.05,1363.4,1362.45,1358.95,1491194,2026451855.0,50332,1088995,73.03,1,2018,0.4053207561074412,Slight or No change,1365.1615384615386,9.76834073780845,1384.6982199371555,1345.6248569859215,Hold Buy/Liquidate Short
174,HINDUNILVR,EQ,22-Jan-2018,1362.45,1363.0,1365.0,1346.45,1356.9,1355.1,1354.35,1014403,1373858237.95,50524,755117,74.44,1,2018,-0.5394693383243498,Other,1365.5269230769231,9.242848933686796,1384.012620944297,1347.0412252095496,Hold Buy/Liquidate Short
175,HINDUNILVR,EQ,23-Jan-2018,1355.1,1360.7,1372.35,1350.05,1370.0,1368.35,1359.79,1284895,1747183875.3,66923,851779,66.29,1,2018,0.9777876171500166,Slight positive,1366.7653846153846,8.351232060228014,1383.4678487358406,1350.0629204949287,Hold Short/Liquidate Buy
176,HINDUNILVR,EQ,24-Jan-2018,1368.35,1368.0,1372.0,1335.05,1364.1,1365.9,1350.64,1819330,2457252980.7,36855,1179310,64.82,1,2018,-0.17904775824897354,Slight or No change,1367.4846153846154,7.781318028272357,1383.0472514411606,1351.9219793280706,Hold Buy/Liquidate Short
177,HINDUNILVR,EQ,25-Jan-2018,1365.9,1368.9,1378.0,1359.55,1370.25,1372.75,1371.15,2125894,2914917384.5,40884,1233347,58.02,1,2018,0.5015008419357203,Slight positive,1367.819230769231,7.916321180090443,1383.6518731294116,1351.98658840905,Hold Short/Liquidate Buy
178,HINDUNILVR,EQ,29-Jan-2018,1372.75,1370.0,1400.0,1367.2,1395.7,1397.3,1390.72,1406390,1955901617.05,44505,1071414,76.18,1,2018,1.788380987069749,positive,1370.5884615384614,11.101579351753669,1392.791620241969,1348.3853028349542,Short
179,HINDUNILVR,EQ,30-Jan-2018,1397.3,1397.3,1410.0,1390.1,1400.05,1400.25,1398.81,1310365,1832946368.95,52342,968350,73.9,1,2018,0.21112144850783388,Slight or No change,1373.2384615384615,13.676396239627364,1400.5912540177164,1345.885669059207,Hold Short/Liquidate Buy
180,HINDUNILVR,EQ,31-Jan-2018,1400.25,1400.0,1400.0,1362.6,1365.3,1369.35,1374.26,1491912,2050281975.0,41100,1046008,70.11,1,2018,-2.206748794858071,Other,1372.5230769230768,13.612825070902176,1399.7487270648812,1345.2974267812724,Hold Buy/Liquidate Short
181,HINDUNILVR,EQ,01-Feb-2018,1369.35,1373.0,1384.8,1351.0,1367.9,1371.25,1369.28,1563429,2140768262.05,66180,903751,57.81,2,2018,0.13875196260999534,Slight or No change,1372.3115384615385,13.609328201762553,1399.5301948650635,1345.0928820580134,Hold Buy/Liquidate Short
182,HINDUNILVR,EQ,02-Feb-2018,1371.25,1352.0,1377.9,1352.0,1372.0,1372.2,1364.77,1699619,2319591945.1,52968,1243517,73.16,2,2018,0.06927985414768577,Slight or No change,1372.6961538461535,13.52321247491707,1399.7425787959878,1345.6497288963194,Hold Buy/Liquidate Short
183,HINDUNILVR,EQ,05-Feb-2018,1372.2,1352.1,1361.45,1341.25,1358.0,1355.75,1348.72,1585136,2137904606.1,56563,984059,62.08,2,2018,-1.1988048389447672,Other,1370.676923076923,13.970603294452774,1398.6181296658285,1342.7357164880175,Hold Buy/Liquidate Short
184,HINDUNILVR,EQ,06-Feb-2018,1355.75,1300.0,1348.5,1299.0,1327.85,1325.35,1319.99,1540401,2033321209.8,64484,948739,61.59,2,2018,-2.242301309238437,Other,1367.15,18.785366645362643,1404.720733290725,1329.5792667092744,Buy
185,HINDUNILVR,EQ,07-Feb-2018,1325.35,1322.0,1330.0,1307.05,1316.0,1312.65,1314.91,1561287,2052949901.25,48100,1003489,64.27,2,2018,-0.9582374467121736,Other,1363.7423076923073,24.065759269789485,1411.8738262318866,1315.6107891527283,Buy
186,HINDUNILVR,EQ,08-Feb-2018,1312.65,1325.7,1337.55,1305.25,1334.2,1329.55,1328.81,1146084,1522925212.3,48868,766755,66.9,2,2018,1.287471907972404,positive,1361.2115384615379,25.874876439703275,1412.9612913409446,1309.4617855821316,Hold Buy/Liquidate Short
187,HINDUNILVR,EQ,09-Feb-2018,1329.55,1319.0,1340.0,1311.8,1336.0,1333.05,1324.46,810004,1072816199.7,37157,554347,68.44,2,2018,0.2632469632582346,Slight or No change,1359.5153846153846,27.00683852145139,1413.5290616582874,1305.5017075724816,Hold Buy/Liquidate Short
188,HINDUNILVR,EQ,12-Feb-2018,1333.05,1340.0,1349.9,1333.15,1337.0,1344.45,1342.09,1166428,1565450923.9,29286,900640,77.21,2,2018,0.8551817261168049,Slight positive,1357.676923076923,27.168314996411816,1412.0135530697464,1303.3402930840994,Hold Buy/Liquidate Short
189,HINDUNILVR,EQ,14-Feb-2018,1344.45,1349.8,1353.2,1332.0,1347.1,1349.4,1346.9,857401,1154831367.3,32060,636456,74.23,2,2018,0.3681802967756331,Slight or No change,1356.4076923076925,27.13754200177488,1410.6827763112424,1302.1326083041424,Hold Buy/Liquidate Short
